InPlay,Velo,SpinRate,HorzBreak,InducedVertBreak
0,93.34,2344,5.4,17.24
0,89.15,2273,1.27,19.51
0,97.66,2521,2.4,17.33
1,93.15,2344,11.72,18.59
0,90.53,2124,11.39,13.02
0,95.1,2248,12.79,19.23
1,91.97,2252,8.57,17.9
1,93.27,1942,5.52,10.05
1,92.24,2104,16.13,9.1
0,91.4,2569,0.15,21.93
0,92.59,2068,10.04,12.26
0,95.8,2812,8.76,6.82
0,93.78,2388,10.8,15.55
1,90.59,2025,16.7,9.64
1,93.15,2251,5.92,13.35
0,96.89,2357,6.68,15.98
0,94.57,2390,5.34,18.46
0,94.94,2236,17.07,2.51
1,90.97,1974,14.48,3.14
0,95.6,2208,10.26,15.36
0,96.59,2465,5.92,19.8
1,94.4,2429,13.54,16.08
1,89.92,2040,6.29,14.97
0,96.63,2276,7.63,19.22
0,94.38,1898,5.01,14.87
0,95.6,1943,13.36,11.4
0,95.13,2500,6.93,18.37
1,97.83,2233,8.26,13.85
0,88.45,2181,2.65,19.16
0,91.05,2182,3.94,19.32
0,94.21,2289,5.83,20.63
1,94.83,2331,12,13.94
0,94.72,2129,1.75,19.14
0,93.4,2609,4.13,19.29
1,92.03,2251,16.21,6.9
0,97.98,2508,2.68,19.41
0,96.71,2067,11.3,11.09
0,90.08,2190,7.26,10.42
0,95.45,2056,9.59,13.69
0,91.56,2040,7.31,17
0,90.23,2105,4.83,18.52
0,94.53,2294,8.91,17.85
0,94.62,2462,4.35,18.29
1,93.27,2425,11.51,17.62
1,93.08,2440,12.3,13.88
0,96.23,2419,9,17.06
1,94.22,2241,13.13,13.29
0,96.18,2382,4.02,16.65
1,92.18,2160,14.24,16.41
0,94.55,2718,1.01,18.8
0,96.04,2357,10.09,16.69
0,93.41,2258,6.48,13.49
0,95.09,2255,6.82,18.01
0,95.74,2116,8.81,15.02
0,95,2394,2.54,18.63
1,94.52,2305,4.2,12.68
0,95.6,2294,3.2,16.18
0,91.51,2121,3.58,17.23
1,89.27,2121,14.48,7.18
0,96.29,2288,3.36,17.96
0,91.71,1924,8.18,16.92
0,93.84,2095,8.78,16.77
0,96.67,2536,12.85,18.6
0,93.85,2303,4.51,17.82
0,92.33,2043,9.41,12.49
0,95.3,2079,15.89,12.13
0,96.64,2319,3.78,11.29
0,91.14,1904,14.15,9.86
1,93.94,1866,2.34,9.08
0,93.12,2350,8.16,16.51
0,94.76,2464,10.98,12.25
0,93.64,2264,4.49,12.77
0,94.56,1860,17.48,6.17
0,95.11,2093,5.39,18.11
1,99.32,2338,11.62,13.65
0,95.03,2243,12.94,12.05
0,93.23,2355,3.96,18.97
0,92.67,2253,11.88,15.27
1,92.04,2391,0.76,9.87
1,94.69,1955,5.96,13.94
0,94.34,2274,0.62,10.84
0,91.36,1937,12.82,15.33
0,93.56,2140,14.31,14.28
1,94.82,2550,3.64,18.65
1,96.51,2204,4.95,17.48
0,97.73,2673,2.66,20.45
0,95.99,2201,14,12.51
1,92.99,2498,2.67,18.96
0,93.67,2284,5.96,10.05
1,88.12,2054,15.44,5
1,94.33,2384,2.95,18.19
1,95.42,2088,16.63,7.72
0,87.77,2119,15.03,13.11
0,95.21,2318,11.55,13.58
0,91.22,2158,12.49,14.08
0,98.05,2352,12.57,15.68
0,96.26,2397,9.42,20.08
0,94.2,1937,5.86,16.56
0,93.96,2225,5.19,16.97
0,98.2,2449,12.54,13.61
0,93.49,2119,15.28,16.4
0,96.04,2294,8.95,18.63
0,97.18,2475,4.85,17.86
0,94.18,2243,11.33,13.54
0,92.62,2153,9.89,15.35
0,97.61,2337,9.58,14.51
0,87.82,2002,14.5,6.95
0,91.97,2362,1.75,18.44
0,97.64,2461,15.37,5.86
1,94.41,2085,16.15,11.12
0,99.1,2245,9.57,17.72
0,91.1,2212,6.21,20.37
0,90.93,2137,9.85,9.18
0,95.25,2346,6.55,17.31
0,95.22,1939,14.51,6.92
0,95.06,2241,17.37,10.02
0,92.79,2326,8,17.12
0,91.11,2284,5.73,18.19
1,94.88,1971,12.66,15.39
0,94.92,2085,11.8,12.69
0,98.19,1981,15.25,15.2
1,94.18,2376,12.47,15.81
0,94.99,2257,5.32,16.51
1,93.2,2091,13.6,11.52
0,96.55,2391,1.53,14.26
0,93.93,2089,5.41,20.7
0,93.75,2602,12.93,13.55
0,95.64,2156,3.71,14.27
0,88.78,2203,-1.46,15.69
0,91.02,2386,3.02,18.06
0,96.72,2358,9.86,18.1
0,97.26,2270,8.06,16.32
0,97.26,2304,7.8,16.67
0,91.99,2074,9.79,13.12
0,96.6,2274,9.12,15.37
0,93.79,2212,6.13,12.54
0,93.98,1917,8.44,14.26
0,89.89,2395,18.5,12.29
0,93.49,2161,10.81,13.58
0,93.11,2320,10.34,18.59
0,95.7,1990,10.65,18.47
1,97.16,2184,15.36,10.06
0,94.86,2176,6.67,16.74
0,94.74,2363,6.49,15.16
0,96.45,2664,4.41,18.37
0,97.24,2328,8.9,15.49
1,94.57,2049,11.82,15.06
0,93.66,2020,14.62,11.48
0,93.95,2253,11.25,13.98
0,95.2,2048,-0.54,12.66
0,94.11,2256,16.33,7.96
0,93.76,2232,7.1,24.86
0,96.19,2040,2.55,16.41
0,94.75,2501,7.01,15.45
0,92.01,2152,7.63,16.96
0,96.57,1926,17.16,2.12
0,96.27,2182,4.72,16.88
0,97.76,2248,6.16,16.48
0,93.5,2475,-0.85,14.12
0,100.75,2490,19.94,6.16
0,96.54,2179,9.3,17.59
0,92.04,2137,15.52,6.09
1,94.26,1999,8.64,14.37
0,92.38,2269,1.77,16.27
0,94.15,2482,11.75,20.34
1,93.62,2232,17.19,8.21
1,90.3,2481,17.54,12.69
0,94.06,2138,2.94,17.16
1,95.41,2212,18.06,8.29
0,93.25,2440,3.95,15.94
0,94.9,2398,12.75,17.02
0,93.61,2236,8.21,16.05
0,96.74,2126,19.18,6.74
0,90.97,2217,3.67,19.12
1,95.46,2343,13.7,13.63
0,93.29,2512,3.14,19.56
1,97.02,2377,5.68,16.56
0,91.8,1924,17.34,6.21
1,91.15,2493,2.58,18.83
0,96.58,2337,8.93,13.93
1,92.13,2129,13.87,14.29
0,94.16,2961,17.16,11.63
1,97.58,2139,5.98,16.89
0,96.8,2368,3.82,12.6
0,96.11,2335,8.06,19.65
0,93.9,2118,8.61,14.39
0,95.45,2480,10.4,11.67
1,96.65,2388,8.75,14.95
0,94.23,2416,-0.6,16.55
0,93.72,2495,-4.7,15.05
1,91.52,2531,8.78,21.54
0,92.08,2631,8.65,14.9
0,95.43,2003,14.51,9.63
0,96.5,2033,15.43,6.15
0,91.86,2109,8.81,17.78
0,96.9,2467,7.32,17.8
0,98.13,2249,5.94,17.26
0,96.1,2358,0.8,14.2
1,97.41,2508,5.08,18.14
0,89.14,2105,6.07,14.95
1,92.88,2104,8.86,13.34
0,91.59,2404,6.67,20.31
0,87.05,2005,16.17,10.97
0,90.62,2081,13.31,8.23
1,95.29,2533,5.58,17.87
1,92.63,2223,6.54,16.12
0,92.45,1869,14.6,-1.39
1,94.13,2068,16.93,7.72
0,93.2,1917,8.28,15.55
1,93.69,2410,1.71,17.57
1,93.82,2422,11.13,14.7
0,97.75,2379,8.07,16.9
1,90.69,2422,7.75,20.96
0,95.99,2383,4.18,14.75
1,96.45,2368,17.94,4.89
0,94.47,2430,4.7,18.13
0,95.68,2240,13.01,10.01
0,96.67,2359,4.54,17.55
0,89.45,2230,16.38,16.37
1,92.65,2035,7.73,16.65
0,93.75,2177,10.78,13.05
0,90.25,2181,9.13,17.49
0,91.39,1935,17.53,5.55
0,94.4,2021,6.15,17.99
0,93.96,2191,16.87,10.87
0,92.78,2115,4.5,18.16
1,95.33,2180,14.97,12.56
0,97.31,2173,14.86,11.04
0,94.33,2047,16.93,8.35
0,94.97,1943,12.49,12.67
1,90.7,2207,18.28,10.1
1,94.3,2267,4.38,11.43
0,93.19,2029,9.87,12.94
0,92.44,2190,6.93,17.52
0,92.32,2363,13.14,12.06
1,92.33,2088,13.21,5.42
1,93.22,2216,10.58,15.66
0,89.45,2066,0.48,19.81
0,94.78,2494,11.66,17.56
0,97,2206,16.53,3.97
0,95.65,2414,13.59,11.22
0,91.26,2281,17.61,9.29
0,91.7,2035,2.01,13.63
0,96.04,2193,4.67,7.9
0,92.11,2307,3.05,21.55
0,87.61,2304,11.11,16.02
0,96.01,2439,3.7,17.12
1,94.75,2145,15.52,2.14
0,93.43,1957,12.03,0.86
0,92.58,2143,3.52,17.71
1,91.43,1961,15.71,9.73
0,94.26,2172,13.1,13.62
0,95.34,2057,12.03,13.06
0,92.25,2012,12.69,7.18
1,98.29,2377,6.36,20.91
0,88.86,1872,9.4,4.25
0,96.51,2186,8.25,15.48
0,91.65,2090,12.41,18.63
0,92.39,2362,4.79,19.12
0,93.51,2303,8.09,16.15
0,87.62,1850,16.58,8.87
0,93.16,2148,5.13,19.24
0,97.71,2543,14.04,13.16
0,93.56,2418,0.51,22.16
0,93.27,2390,13.01,17.97
1,94.28,2233,8.16,16.91
1,94.61,2265,4.51,17.96
0,95.26,2283,3.99,17.95
0,92.02,1973,15.66,12.98
0,93.64,2208,18.41,9.78
1,93.39,2226,8.32,16.08
0,91.45,2058,-0.82,18.9
0,92.4,2159,11.89,9.59
0,96.13,2253,6.83,18.43
1,93.03,2264,6.55,15.28
1,91.31,1951,15.1,8.09
0,96.27,2410,4.7,17.28
0,94.13,2013,7.15,17.66
0,97.87,2320,14.12,13.69
0,95.1,2341,15.4,8.36
0,90.67,2257,17.37,10.46
0,94.11,2012,7.21,16.44
0,93.78,2084,13.29,12.89
0,91.34,2324,5.23,12.9
0,95.36,2107,17.15,4.05
0,94.31,2486,7.41,16.49
1,90.9,2311,6.91,19.35
0,94.55,2127,1.9,7.65
0,97.71,2381,7.45,16.53
0,90.21,2255,9.05,14.75
0,95.8,1871,5.2,13.48
0,96.17,1973,11.33,10.25
1,97.72,2319,1.09,16.72
0,93.7,2450,8.48,18.72
1,96.7,2343,8.62,14.84
0,94.26,2202,11.32,15.92
0,95.45,2185,8.46,16.94
0,93.7,2226,6.28,16.69
0,94.92,2420,-0.4,16.64
0,95.48,2186,14.67,15.29
0,93.26,2486,6.1,20.92
0,100.46,2394,5.48,17.25
0,89.79,2147,0.59,17.23
1,95.59,2028,16.8,10.24
0,92.2,2349,4.05,18.99
0,95.17,2271,16.44,9.21
1,90.72,2202,10.18,15.31
1,94.6,2163,14.22,11.99
0,91.87,2334,4,15.06
0,93.28,2144,10.32,6.92
0,91,1946,13.14,5.94
0,92.14,2233,3.93,15.46
0,91.53,2071,9.09,17.67
0,92.62,2251,11.41,13.6
0,95.28,2116,6.18,17.05
0,96.15,2287,8.03,16.6
0,94.35,2392,10.81,14.45
0,98.05,2295,4.73,16.62
0,96.1,2299,13.19,16.24
0,98.18,2325,9.82,14.76
1,95.6,2209,14.12,3.37
1,94.02,2167,14.47,8.51
1,93.82,2258,13.64,15.72
0,92.9,2110,7.43,13.8
0,91.2,2161,11.56,13.59
1,93.23,2299,6.51,13.37
1,94.2,2154,18.96,11.27
0,96.75,2290,6.16,15.74
0,90.52,2055,11.23,13.71
0,88.31,2104,6.91,19.44
0,90.98,2581,0.18,16.4
0,89.59,2238,8.07,12.12
0,91.12,2308,10.05,18.2
0,95.91,2359,10.31,14.28
0,98.44,2187,13.85,13.17
0,95.3,2287,9.59,17.89
0,94.07,2398,9.04,18.62
0,93.16,2074,5.37,15.68
1,92.43,2434,4.08,20.05
0,98.04,2106,13.84,10.88
1,90.55,2141,17.8,9.26
0,93.26,2269,12.39,5.05
0,95,2266,11.46,16.98
1,95.35,2286,12.95,6.38
1,92.88,2282,6.37,17.08
0,96.63,2499,16.01,6.29
1,87.55,2178,4.77,17.76
0,94.87,1926,18.53,6.98
0,97.46,2581,7.3,19.28
0,92.19,2267,6.04,20.7
0,99,2143,8.64,14.18
0,95.82,2333,5.14,15.25
1,90.83,2432,-0.09,14.79
0,90.61,2242,4.36,17.65
0,93.3,2338,2.9,8.29
0,87.13,2106,9.9,12.49
0,94.63,2470,12.61,18.46
0,89.54,2398,8.29,18.41
0,91.77,2120,7.36,19.41
0,93.42,2053,11.31,12.77
0,96.83,2080,6.74,17.69
0,93.33,2267,9.14,19.48
1,92.53,2516,7.35,15.5
1,98.24,2374,14.35,13.69
1,87.96,1763,13.65,7.07
0,94.55,2248,0.15,14.57
0,90.26,1890,13.08,7.26
0,91.38,2477,16.57,12.48
0,92.92,2030,7.85,17.81
0,96.39,2345,3.53,17.13
1,97.26,2375,16.26,8.37
0,95.71,2413,9.92,14.8
0,91.99,2231,2.54,8.01
0,97.13,2061,11.52,12.48
1,92.9,2031,10.24,19.59
0,98.7,2466,20.21,12.02
0,93.84,2039,19.32,8.08
0,91.85,2103,14.66,12.66
0,91.42,2345,4.95,10.9
0,90.24,2327,3.01,14.92
1,86.35,1803,8.03,12.23
0,93.87,2248,4.45,19.67
0,93.4,2317,8.53,15.82
1,90.75,2556,7.98,20.23
0,97.75,2261,8.31,13.64
0,93.94,2087,8.83,13.97
0,97.48,2190,18.24,8.79
0,90.38,2322,5.79,17.35
0,92.23,2042,17.16,-0.22
1,91.15,2155,8.18,17.15
0,93.58,2304,8.39,18.05
0,92.15,2154,17.11,13.84
0,93.88,2063,3.42,10.01
0,95.84,2059,11.55,9.22
0,93.78,2413,5.71,18.25
0,92.36,2060,16.41,14.34
0,97.93,2247,11.36,19.81
1,94.75,2250,7.75,20.39
0,96.34,2194,7.54,15.76
1,94.29,2253,13.69,15.38
0,89.3,2321,12.21,13.71
1,95.91,2081,10.61,12.48
0,95.24,2335,13.59,15.28
0,93.13,2229,11.45,13.59
0,98.34,2379,5.87,19.19
0,95.61,2333,7.22,17.12
0,93.56,2094,8.14,16.23
0,90.36,2241,7.38,17.28
0,95.73,2558,13.9,18.55
0,93.27,2297,9.93,15.53
0,96.95,2114,15.67,8.03
0,92.03,1788,12.14,-1.22
0,93.9,2018,5.82,16.36
0,90.5,2376,11.41,12.34
0,93.24,2335,6.63,21.4
0,92.57,2465,4.05,19.14
1,92.52,2439,3.08,22.39
0,96.7,2167,15.71,7.37
0,94.69,2254,4.18,16.1
1,92.88,2324,7.54,19.88
1,93.58,2243,8.44,15.45
0,93.77,2188,6.13,13.33
0,92.93,2449,6.87,18.53
0,93.4,2221,10.36,18.21
0,92.02,2191,12.3,19.26
1,96.58,2341,10.38,16.59
0,89.22,2057,10.79,12.96
1,97.4,2329,5.08,16.55
0,95.7,2095,4.25,17.21
1,94.78,1947,4.95,14.12
0,93.41,2291,-0.21,20.41
0,97.06,2409,-0.11,19.21
0,94.49,2398,-1.1,18.03
1,99.31,2572,4.02,19.04
0,92.94,2420,3.91,22.64
0,89.44,2264,5.31,20.24
0,94.21,2356,8.32,21.34
0,96.41,2130,7.74,18.28
0,93.81,2583,4.86,17.29
1,93.63,2236,8.52,11.49
0,95.43,2281,12.11,15.16
0,95.38,2035,15.38,13.9
0,92.25,2382,13.54,16.15
1,96.64,2203,11.36,13.59
0,92.47,2046,17.26,8.2
0,94.15,2083,16.17,7.35
0,97.7,2395,7.25,18.76
0,94.96,2400,6.16,21.24
0,93.41,2588,5.74,19.68
0,91.1,2119,16.9,6.82
1,94.43,1880,4.11,17.77
0,92.94,1938,11.42,10.69
0,97.59,2761,9.07,13.73
0,99.83,2390,5.79,14.46
0,94.51,2295,5.9,18.12
0,92.64,2000,16.33,4.57
0,96.35,2995,11.19,21.1
0,97.9,2408,17.61,7.31
0,91.78,2345,7.52,19.46
1,94.34,2102,14.98,8.91
1,91.78,2239,3.47,18.01
0,89.06,2192,14.25,16.28
0,91.95,2388,5.18,13.98
0,92.38,1969,9.52,17.71
0,95.33,2589,3.18,19.25
0,94.59,2492,-2.29,15.16
0,95.97,2598,5.28,12.52
0,85.27,2017,17.95,3.33
1,92.92,2631,7.55,18.24
0,94.51,2425,8.69,19.22
0,97.82,2522,4.85,19.74
0,93.49,2385,7.03,17.71
0,95.25,2206,15.96,12.82
0,89.04,2251,8.01,13.3
0,93.34,2756,9.2,21.78
0,92.4,2046,6.11,15.88
0,89.45,2232,13.45,9.47
0,97.86,2300,8.69,17.47
1,85.49,1925,9.5,12.56
1,87.81,2024,5.67,17.67
0,97.96,2509,3.26,17.91
0,94.18,2502,3.6,8.44
0,92.81,2362,9.74,17.37
0,92.81,2609,3.55,15.14
1,94.82,2249,5.73,18.42
1,87.58,2249,0.93,19.74
0,89.35,2122,7.56,18.07
0,93.35,2260,3.27,11.44
0,94.42,2117,9.17,10.53
0,94.31,2261,16.02,13.01
1,100.34,2035,14.61,4.92
0,93.57,2176,10.43,7.26
1,92.97,2988,12.6,11.5
1,95.54,2262,5.95,18.61
0,95.46,2282,17.92,4.91
1,89.65,1872,11.18,15.46
1,96.28,2474,7.86,16.13
0,97.23,2215,15.56,1.19
1,94.38,2413,13.62,16.97
0,92.29,2161,1.42,18.58
0,93.92,2341,14.51,16.43
0,96.41,2606,15.98,19.34
0,89.14,2031,9.96,6.88
1,95.69,2392,1.96,21.03
0,92.87,2155,9.24,8.96
1,95.04,2317,1.63,15.86
0,94.2,2006,3.37,7.41
1,93.59,2334,10.67,17.1
1,94.45,2160,13.6,11.06
0,97.88,2147,7.15,15.28
0,95.16,2044,11.62,10.41
1,91.67,2343,13.97,13.76
0,93.34,2538,3.69,14.64
1,91.17,1840,9.47,7.45
0,96.44,2404,5.71,19.34
0,95.27,2168,11.41,13.89
1,97.79,2333,16.44,8.7
1,90.42,1938,14.25,7.85
0,95.13,1931,10.87,15.2
0,88.7,1819,23.15,-0.87
0,93.62,2310,8.04,13.74
0,92.37,2244,1.06,20.23
1,94.49,2320,1.35,17.93
0,94.2,2427,3.54,19.29
0,92.88,2309,7.84,19.09
0,88.73,2034,9.53,11.5
0,93.01,2429,3.48,15.56
0,95.56,2378,3.67,11.81
0,96.04,2200,8.22,15.53
1,96.96,2131,14.59,11.13
0,95.91,2111,11.29,15.41
1,96.3,2212,11.12,14.11
1,89.61,1988,14.53,8.69
0,95.14,2077,14.53,13.83
0,90.19,2044,16.24,3.26
1,94.4,2185,4.43,15.69
0,93.69,2214,10.63,15.51
0,93.55,1095,12.01,13.4
1,92.7,2128,9.39,12.72
0,93.59,2200,8.69,17.96
0,94.97,2130,4.07,18.37
0,92.39,2350,10.11,19.78
0,88.89,2235,15.58,7.84
0,97.47,2442,7.29,11.91
0,94.98,2094,7.21,19.54
0,92.45,2304,6.87,16.33
0,98.74,2388,13.56,12.96
1,90.42,1937,10.04,11.61
0,96.36,2085,15.85,10.49
0,94.47,2607,7.54,18.99
1,94.34,1645,10.85,11.74
0,94.39,2101,12.19,6.62
0,96.06,2457,17.33,3.61
0,93.48,2489,2.72,19.34
0,95.88,2038,7.77,15.67
0,92.05,2229,15.03,6.33
1,89.1,2275,-1.95,15.63
0,95.13,2393,3.1,18.3
0,90.1,2357,13.96,13.46
1,88,1946,9.59,11.18
0,92.73,2286,0.43,13.85
0,96.99,2136,15.74,11.84
0,93.04,2198,15.87,14.96
0,92.56,2056,4.65,14.64
1,93.17,2163,15.31,9.21
1,95.63,2633,4.79,20.16
1,91.29,2331,6.2,17.8
0,102.04,2089,17.17,9.04
1,89.47,2184,7.36,15.42
0,96.34,2459,4.13,17.69
0,93.57,2087,15.91,12.09
1,93.07,2070,14.15,0.89
0,96.99,2402,8.86,18.2
0,95.08,2329,2.83,15.8
0,96.27,2402,14.25,10.54
0,92.42,2323,7.25,19.69
1,95.78,2468,3.74,17.66
1,93.58,2224,6.86,16
0,94.42,2250,6.76,16.84
1,89.45,1985,6.97,14.64
1,97.12,2369,6.91,17
0,90.71,2306,12.51,9.37
0,91.31,2471,11.24,15.98
1,93.35,2430,4.42,14.9
0,92.48,2210,9.1,16.48
1,90.5,2307,-0.83,16.5
0,95.25,2501,1.15,17.72
1,94.52,2369,14.31,8.25
0,92.7,2323,15.5,12.85
0,95.83,2268,11.28,15.82
0,93.88,2153,10.72,14.97
1,93.22,1949,3.74,19.42
0,93.43,2376,10.99,14.1
1,93.37,1760,3.21,14.62
1,94.05,2296,18.07,2.53
0,95.35,2410,11.22,16.9
0,92.98,2204,5.99,18
0,96.87,2389,13.42,15.41
0,90.66,2123,2.72,20.15
1,95.07,2540,3.57,11.62
0,93.78,2187,13.86,11.26
0,97.93,2150,7.43,16.85
1,96.42,2209,12.51,14.58
0,94.06,2373,11.69,17.75
0,93.41,2332,-1.95,7.28
0,94.69,2155,17.01,11.68
0,97.95,2183,12.81,16.49
0,95.78,2371,10.29,19.61
1,95.82,2313,7.63,19.08
0,95.88,2018,16.14,9.91
1,93.51,2170,8.19,17.06
1,92.59,1851,16.48,4.02
0,92.94,2143,14.67,14.89
0,89.62,2247,18.69,7.06
0,92.52,2197,3.19,20.22
0,97.31,2297,10.14,19.15
0,93.46,2263,8.84,17.77
0,92.45,2299,14.29,12.9
0,93.15,2171,7.21,17.96
1,90.05,2198,0.4,18
0,91.13,2241,5.16,14.6
0,96.23,2145,15.34,8.18
0,92.66,2626,5.4,15.7
1,93.39,1956,14.44,6.53
0,98.56,2484,3.1,15.8
1,88.16,2338,9.88,17.9
0,92.95,2234,5.3,17.7
0,95.23,2148,9.42,13.36
0,95.04,2210,3.8,18.24
1,94.29,2095,10.06,16.98
0,96.24,2085,17.8,10.82
0,93.52,2154,5.04,12.78
1,91.86,2198,5.67,19.24
0,92.56,2105,16.1,8.52
0,95.58,2400,10.04,20.54
1,94.84,2162,9.42,13.71
0,97.59,2262,6.06,15.96
0,98.93,2724,11.33,18.51
0,95.6,2208,18.83,3.02
0,93.01,2261,8.85,13.64
0,91.83,2367,7.01,21.02
0,91.85,2353,2.03,16.41
0,93.06,1912,15.29,7.7
0,92.76,2135,15.46,5.69
1,91.49,2189,16.76,7.26
0,94.48,2411,6.2,20.62
0,94.68,2463,4.89,16.92
0,96.27,2368,5.04,17.34
0,94.48,2467,5.53,21.96
1,92.56,1748,11.72,10.94
0,93.08,2327,12.56,12.42
0,99.23,2393,15.91,10.14
1,88.22,2123,17.82,1.36
1,95.3,2342,8.72,16.55
0,96.93,2451,1.91,19.78
1,96.21,2440,10.8,13.63
1,93.14,2326,11.72,17.07
1,93.22,2188,3.32,17.47
0,95.16,2060,8.04,12.6
0,96.06,2434,6.9,14.49
0,95.68,2120,3.98,15.61
0,96.66,2174,17.64,2.51
1,95.87,2588,13.8,18.11
0,95.5,2257,16.53,8.07
0,94.14,2293,3.4,17.01
0,93.07,1942,11.06,12.75
1,96.93,2142,16.96,4.52
0,93.66,2177,3.84,19.92
0,93.41,2048,8.14,15.15
0,96.23,2259,2.23,11.88
1,94.27,2361,13.87,16.69
0,94.54,2227,1.47,18.51
0,95.95,2538,11.69,15.16
0,94,2102,9.98,12.46
0,97.19,2477,7.83,14.87
1,91.48,2018,15.48,9
0,93.85,2065,5.45,13.49
0,95.81,2120,15.68,5.88
0,94.11,2585,7.46,19.73
0,93.33,1911,15.08,7.9
0,92.25,2353,5.78,17.23
0,94.84,2370,6.8,18.08
0,95.53,2179,5.12,17.14
1,96.4,2298,5.74,16.18
0,95.8,2383,5.22,15.19
1,93.98,2009,15.77,11.03
1,88.15,2175,1.59,18.92
0,94.2,2179,10.15,15.68
0,96.08,2296,9.63,14.06
1,88.6,2122,2.48,18.98
1,98.43,2531,16.86,13.98
0,95.44,2496,4.57,18.81
0,93.17,2169,17.25,3.59
1,93.51,2172,16.28,-3.59
0,96.74,2469,0.84,18.68
0,95.48,2432,2.3,16.57
1,96.22,2286,11.13,16.88
0,92.54,1937,16.39,11.82
0,92.15,1920,6.42,14.81
0,95.07,2059,12.9,12.52
0,98.25,2617,9.37,20.18
0,97.3,2110,9.64,13.11
0,95.03,2389,11.95,14.42
1,92.91,2168,12.41,6.15
1,92.86,1987,16.66,6.02
0,91.29,2227,14.55,5.71
1,98.45,2280,9.03,17.33
0,92.35,2507,8.72,20.17
0,98.58,2491,6.86,15.65
0,97.04,2379,8.2,17.12
0,94.92,2648,5.6,19.85
0,97.49,2488,2.11,12.17
0,94.49,2015,9.91,10.45
0,86.56,2113,4.77,19.42
0,94.37,2322,6.15,17.18
0,87,1819,14.65,10
0,86.09,2024,6.22,18.9
1,92.54,2003,17.93,12.6
0,92.47,2541,3.24,20.25
0,93.37,2130,3.68,19.34
0,95.18,2312,15.96,12.05
0,95.21,2358,2.4,17.46
1,92.67,2283,14.8,6.89
0,93.7,2195,10.13,15.83
0,90.85,2059,2.93,13.92
0,95.1,2295,4.62,15.19
0,92.85,1992,7.96,13.19
0,88.93,1996,15.19,10.28
1,99.61,1906,12.96,3.17
0,100.15,2425,7.36,15.69
0,96.21,2143,-1.81,10.27
0,94.77,2256,13.81,9.51
0,89.84,2211,10.27,10.04
0,95.77,2044,4.97,13.33
0,92.87,1933,16.78,0.57
0,93.54,2392,2.84,22.75
0,92.99,1964,14.81,13.41
0,95.36,2056,8.86,12.12
0,91.09,2370,16.81,11.16
0,89.37,2084,12.96,6.34
0,92.85,2246,3.11,17.9
0,94.02,2333,8.22,17.2
0,92.45,1924,6.93,16.47
0,95.61,2170,19.87,6.28
0,97.87,2134,12.06,14.64
0,93.46,2048,12.01,16.24
0,93.17,1972,14.64,10.15
1,94.42,2350,-1.09,12.28
0,93.17,2342,-3.18,18.64
1,93.94,1975,12.51,13.9
0,93.41,2268,9.73,14.34
1,92.79,2218,9.31,18.02
0,96.54,2503,3.26,19.6
0,94.15,2578,6.86,17.99
0,94.56,1974,0.7,16.74
1,92.7,2040,12.99,13.98
0,95.73,2349,7.53,18.26
1,94.34,2420,14.29,15.08
1,95.12,1807,15.23,10.76
0,95.77,2319,10.53,12.8
1,93.73,2152,6.77,15.83
0,94.31,2267,5.75,17.98
1,95.19,2366,16.69,11.43
0,92.59,2299,4.39,17.02
0,87.65,2093,-2,15.99
0,97,1997,5.77,15.94
0,92.75,2084,13.95,15.42
1,91.31,2212,7.12,14.4
0,96.3,2451,6.13,19.16
0,92.66,2354,4.81,18.35
0,94.85,2066,6.51,13.28
0,96.1,2188,12.33,14.18
0,88.94,2036,11.28,11.52
1,96.73,2197,17.29,5.47
0,90.26,2186,15.09,8.12
0,93.06,1965,9.69,14.74
0,94,2179,17.86,7.68
0,94.05,2065,12.49,17.36
0,97,2429,7.08,18.6
0,92.71,2549,4.67,18.41
0,94.59,1984,5.94,15.76
0,91.86,2337,4.72,18.37
0,97.64,2465,6.77,16.49
0,97.06,2504,18.11,10.15
0,90.65,2065,13.75,9.94
1,92.26,2112,16.34,9.74
0,96.86,2240,5.74,18.63
1,96.82,2442,2.38,14.89
0,95.49,2062,3.66,17.05
0,90.03,2251,18.86,4.2
1,93.82,2081,13.73,13.58
0,94.78,2315,10.76,12.95
0,93.17,2151,3.04,16.06
0,93.22,2098,2.87,18.1
0,90.63,2045,2.36,17.8
0,94.47,2417,7.81,17.38
1,93.22,1982,3.78,15.96
0,96.24,2503,2.86,18.2
0,93.43,2178,12.03,14.93
1,88.87,2020,19.01,0.47
1,89.72,2068,11.42,15.48
0,94.81,2120,2.94,10.02
0,97.38,2192,4.59,17.01
1,95.97,2478,16.51,8.56
1,93.55,2252,3.48,15.11
0,96.45,2075,8.35,10.43
0,96.47,2806,4.89,11.12
0,95.5,2356,8.96,19.73
1,96.7,2390,12.82,15.49
0,93.35,2192,6.71,17.38
0,87.99,2155,3.17,15.33
1,94.43,2088,3.27,15.72
0,97.64,2308,9.17,13.02
0,96.21,2227,17.73,7.07
0,95.08,2288,0.36,18.15
0,98.71,2413,4.82,15.81
1,93.43,2234,7.66,17.75
1,95.95,2346,16.87,10.73
0,94.89,2290,11.49,12.58
0,95.55,2366,10.68,16.44
1,93.66,2045,13.02,8.18
0,91.97,1786,9,17.91
0,98.22,2661,15.37,18.54
