Velo,SpinRate,HorzBreak,InducedVertBreak
93.17,2010,16.89,4.5
95.87,2085,8.6,13.01
98.73,2481,-0.99,10.91
88.42,1832,17.12,9.25
94.4,2541,5.56,17.34
92.31,2099,4.94,17.59
93.18,2346,5.24,17.83
92.67,2307,6.78,18.61
91.4,2061,11.6,7.94
95.37,2359,12.95,13.87
94.72,2248,10.86,16.97
95.4,2217,-1.02,15.81
90.31,2155,18.22,5.37
93.69,2220,14.01,13.02
96.59,2663,5.61,18.24
90.76,1948,12.34,12.89
92.76,2386,14.36,16.68
94.38,2585,5.61,12.11
94.41,2137,10.11,11.02
96.8,2070,4.21,17.06
97.94,2421,17.09,4.98
92.22,2328,1.63,16.95
95.97,2283,10.42,17.31
96.82,2145,5.59,17.72
92.77,2280,8.55,19.05
96.82,2426,8.25,18.52
95.51,2314,15.53,12.99
92.81,2573,-0.97,14.27
95.64,2431,6.41,17.06
90.22,1927,14.56,12.2
95.38,2047,16.4,11.34
95.69,2294,1.28,8.18
95.34,2097,3.61,15.7
93.13,2433,1.9,13.25
96.08,2242,10.31,17.17
96.62,2359,16.7,6.28
94.62,2336,5.37,18.97
94.33,2121,7.33,14.45
68.14,1645,5.35,18.8
93.5,1819,12.74,4.97
95.73,2269,9.25,16.54
94.65,2556,7.83,17.21
88.17,1817,11.54,8.5
94.38,2158,12.98,5.79
95.51,2578,10.38,18.22
91.55,1875,8.33,11.25
90.19,1955,12.95,12.45
92.92,2166,17.98,15.75
92.58,2399,7.93,14.74
95.26,2263,13.15,14.54
93.55,2260,15.42,4.13
95.34,2410,3.75,18.8
95.13,2239,4.11,21.58
90.5,2170,10.24,18.21
92.1,2191,4.09,16.05
94.96,2423,6.15,9.19
97.35,2383,10.52,15.31
93.59,2004,17.85,5.82
91.5,2130,2.93,15.25
94.42,2136,13.43,9.59
96.72,2146,14.83,1.16
92.54,1681,9.57,14.02
96.15,2328,19.8,3.27
93.26,1799,16.92,8.22
95.4,2261,5.27,14.06
96.86,2336,17.43,8.34
91.2,2136,5.42,19.05
100.04,2438,10.65,14.03
89.69,2165,12.57,11.44
94.63,2350,14.95,17.28
89.58,2297,9.37,17.35
98.48,2964,10.96,13.64
92.44,2060,3.69,20.02
94.32,2283,5.82,17.13
91.08,1999,15.75,12.08
92.3,2405,9.95,16.92
90.41,2161,15.41,9.97
92.91,2185,5.14,19.45
94.7,2374,1.82,16.22
91.96,2338,2.05,19.62
97.31,2282,12.9,5
95.39,2369,4.66,16.9
93.76,2398,7.28,17.95
95.28,2578,17.29,12.17
96.09,2049,9.2,13.93
96.43,2184,8.23,17.06
93.47,2028,16.42,5.92
92.28,1932,16.31,7.48
93.16,2584,15.26,15.75
95.73,2280,9.72,17.72
96.98,2452,2.79,18.27
93.55,2142,6.02,14.36
97.8,2235,3.94,12.81
94.16,2581,7.53,22.31
94.51,2024,7.12,16.81
95.6,2118,15.8,3.95
90.31,2247,16.72,14.9
90.37,2259,17.01,14.72
92.94,2193,5.2,14.38
89.11,2340,13.75,8.34
92.06,1962,9.51,15.5
97.91,2277,18.41,3.2
92.99,2233,6.34,20.48
92.41,2173,10.93,16.38
92.5,1996,16.17,7.69
94.49,2469,1.53,18.63
92.38,2430,14.85,13.93
94.02,2434,2.89,17.86
93.12,2093,9.8,17.11
95.82,2321,10.08,14.81
92.76,2051,11.27,15.81
94.69,2098,1.16,12.54
98.61,2334,7.13,17.12
96.08,2313,9.17,10.31
90.22,2121,6.52,14.46
91.47,2126,12.52,12.07
89.8,1890,15.78,7.01
97.37,2306,10.49,16.85
94.44,2271,12.17,8.44
91.74,2273,5.62,2.86
97.17,2430,9.45,17.89
94.37,2468,12.71,16.55
88.57,2272,5.73,10.41
93.18,2167,10.55,14.12
94.7,2397,7.57,18.9
94.9,2138,13.63,12.05
94.75,2561,10.62,13.31
94.53,2148,8.85,15.86
98.77,2474,7.61,15.12
93.28,2202,-4.73,15.13
93.52,2250,3.29,11.24
89.03,2605,3.73,16.78
92.78,2158,7.37,15.99
92.56,2247,4.16,14.23
94.05,2273,5.78,21.54
93.51,2555,14.31,15.67
87.71,2200,7.67,18.9
93.93,2075,16.27,9.68
93.7,2035,10.18,16.48
98.38,2136,15.68,8.91
95.19,2394,7.78,15.95
93.7,2278,13.86,18.01
91.32,2249,2.32,19.76
95.12,2445,5.05,17.28
93.92,2148,17.58,12.29
92.41,2146,9.8,17.63
92.2,2138,17.34,10.01
90.06,2326,5.29,21.03
88.64,2112,16.06,9.17
97.8,2598,-1.41,16.27
92.01,2336,10.24,19.83
95.29,2336,17.43,5.96
91.86,1932,15.65,8.41
90.96,2158,12.05,7.97
93.44,2357,10.03,17.11
96.65,2551,8.77,17.99
90.27,2066,15.29,8.44
95.47,2445,-2.95,6.12
88.51,2202,10.04,16.64
92.99,2550,6.68,5.93
88.23,1880,3.92,14.99
94.23,2400,5.47,16.39
94.4,2206,14.86,13.88
94.19,2348,12.89,15.4
95.66,2174,10.48,16.66
95.93,2325,13.22,15.91
93.01,2286,9.04,18.81
92.15,2209,12.7,10.87
98.21,2249,11.47,12.17
94.07,2241,6.69,16.45
93.6,2586,7.71,18.84
95.48,2240,16.64,10.98
91.72,2025,15.94,10.35
75.68,1946,6.69,15.26
95.07,2381,-2.98,11.46
94.24,2038,13.52,7.26
97.77,2188,4.86,15.62
89.82,2358,14.7,15.19
92.78,2293,7.47,19.01
93.07,1976,5.96,16.14
97.25,2511,12.97,17.65
96.11,2362,5.85,18.55
91.01,2364,7.09,15.62
96.08,2092,15.04,7.81
94.9,2621,5.73,21.69
95.89,2432,4.47,19.61
92.35,1896,12.53,12.13
93.77,2503,5.76,9.04
91.85,2024,5.64,17.18
97.38,2010,17.36,8.97
93.73,2157,18.09,3.71
94.3,2229,5.92,16.58
95.05,2317,11.42,11.34
86.35,1884,13.49,8.27
91.65,2576,14.56,14.29
91.08,1945,2.6,17.88
88.94,2131,11.78,12.26
94.74,2111,19.41,13.3
96.74,2421,3.83,17.68
92.61,2513,9.32,15.18
94.64,2209,17.25,8.32
92.19,2474,3.19,13.52
94.9,1961,16.65,11.23
92.36,2053,15.39,11.34
94.52,2406,12.63,15.6
96.26,2146,13.33,15.91
95.38,2229,12.24,13.2
91.75,2389,6.24,16.52
93.21,2371,9.1,14.89
91.89,2190,3.59,16.06
97.42,2763,1.69,19.68
94.24,2261,9.83,13.05
94.24,1992,16.42,7
87.81,1704,2.16,8.83
93.08,2097,2.34,18.34
94.79,1883,11.33,9.74
93.49,2170,1.69,19.69
98.04,2461,13.84,14.79
93.13,1995,12.36,12.92
93.35,2400,9.07,19.01
95.63,2296,16.47,8.41
93.45,2161,18.49,10.23
93.21,2451,12.08,13.46
93.51,2151,10.44,14.77
95.68,2442,15.02,13.76
91.42,2319,7.94,20.77
90.38,1951,14.28,11.38
95.88,2305,11.95,15.02
94.48,2171,6.59,18.52
96.78,2482,10.67,13.1
93.23,2428,8.88,17.67
92.35,2488,10.95,7.51
96.46,1980,7.29,17.21
99.75,2129,16.12,8.55
93.63,1970,17.58,14.28
92.53,2150,2.99,19.67
90.4,2116,19.01,8.64
92.83,2163,16.26,17.29
92.22,2097,10.94,17.13
92.45,2400,4.66,18.66
96.38,2582,3.85,18.62
86.8,2304,11.82,12.78
91.1,2149,6.5,14.26
98.7,2229,6.85,14.98
91.78,1920,2.15,9.58
90.8,2452,6.65,16.17
92.27,2301,6.97,17.36
89.85,2352,7.7,19.85
95.43,2294,4.55,17.67
97.89,2385,16.23,9.1
93.41,1862,10.97,8.71
93.45,2658,4.96,15.11
95.48,2260,13.33,8.87
92.84,2337,10.35,19.84
93.21,2230,10.95,14.48
93.51,2078,9.28,16.69
94.05,2216,15.37,11.89
93.2,2093,-0.78,19.07
94.57,2409,7.69,21.6
95.06,2130,5.8,16.58
96.75,2316,10.36,14.79
92.04,2375,2.43,19.5
91.27,2056,15.54,7.59
96.57,2307,7.34,17.2
94.25,2355,4.91,17.86
94.68,2611,8.98,15.07
98.54,2189,10.97,15.16
93.95,2265,1.72,17.93
92.13,2038,12.2,2.47
97.81,2197,11.54,16.4
93.4,2427,15.91,12.12
93.71,2387,5.32,16.76
92.34,2294,8.54,20
94.12,2476,6.86,19.4
92.76,2524,8.82,15.87
92.4,2524,5.17,14.9
93.39,2161,11.79,13.57
86.98,1857,13.57,8.18
98.12,2404,15.82,9.92
96.98,2124,14.73,12.33
98.69,2449,9.22,16.3
95.52,2403,5.08,17.56
93.46,2224,6.48,14.42
97.64,2202,8.03,17.15
94.22,2098,15.62,6.17
96.22,2551,3.63,22.11
95.35,2665,-1.89,8.78
97.5,1928,17.27,11.69
95.25,1944,18.72,5.61
94.91,2667,9.3,21.69
94.91,2234,5.89,14.51
96.33,1993,11.29,13.35
95.08,2289,13.78,12.89
94.55,2449,3.85,18.65
87.2,1917,14.53,15.18
92,2138,5.17,17.16
92.12,2234,15.79,12.1
93.73,2252,3.54,20.53
93.7,2008,12.82,6.15
96.49,2115,9.61,14.18
97.35,2188,14.61,12.28
94.73,2295,4.04,19.25
94.72,2136,7.89,16.99
92,2153,17.54,9.56
93.07,1979,14.1,10.53
95.71,2123,11.29,14.65
92.41,2096,18.53,5.96
93.38,2457,9.95,20.27
92.41,2498,2.65,19.01
90.76,2089,6.99,17.84
97.33,2184,15.76,11.05
94.32,2625,10.2,17.26
97.28,2520,1.05,19.93
93.3,2104,17.15,7.98
91.81,2134,7.07,14.22
95.15,2271,6.38,14.65
96.28,2219,8.83,9.96
95.6,2351,5.63,21.74
95.84,2536,7.12,19.73
90.51,2339,10.69,11.15
87.85,2188,12.27,15.47
93.78,2352,2.47,20.34
91.23,2277,6.78,14.91
94.08,1935,8.21,16.48
93.84,2042,17,5.78
94.68,2077,8.44,9.18
97.11,2408,6.83,13.53
92.52,2629,3.69,12.31
96.17,2147,10.03,14.62
93.65,2241,12.88,9.19
92.17,1931,7.3,16.05
94.38,2041,10.21,15.86
94.86,2468,5.15,18.82
93.65,2151,14.28,10.9
94.64,2465,3.9,10.75
97.76,2199,19.08,2.63
96.51,2111,12.23,16.28
96.26,2634,10.42,19.83
94.79,2183,13.51,5.66
92.65,2382,3.51,15.64
92.45,2024,0.06,15.64
95.16,2457,10.11,17.85
96.61,2356,10,12.69
91.79,2020,0.54,18.95
92.49,2467,10.47,11.46
97.13,2346,11.51,15.43
98.31,2297,8.08,16.19
90.47,2179,1.99,15.52
96.77,2497,8.33,21.32
90.72,2230,11.66,14.67
94.66,2450,8.54,18.71
94.18,2578,15.2,15.01
97.8,2662,4.7,21.38
93.69,2016,5.17,13.57
95.14,2497,12.17,14.38
94.83,2006,14.64,15.07
89.18,2254,4.03,19.89
96.87,2184,18.55,0.85
96.02,2020,14.15,10.64
93.16,2214,18.22,8.98
90.61,2635,3.9,17.39
91.83,2319,4.4,19.54
93.96,2031,8.29,17.28
89.97,2090,17.58,7.02
93.59,2100,4.44,17.27
98.45,2319,13.95,9.56
94.99,2138,6.84,17.64
95.8,2189,11.74,16.49
94.6,2310,13.22,15.09
98.62,2361,14.55,9.58
96.02,2296,10.55,16.25
96.96,2222,6.96,17.4
94.65,2445,10.87,8.46
97.31,2327,11.01,12.69
93.72,2039,15.16,8.37
93.87,2336,4.35,19.83
93.58,2125,10.87,9.4
93.45,2035,14.12,11.92
93.03,2359,9.46,17.44
90.91,2160,20.51,7.59
96.47,2148,13.73,12.61
88.99,1833,16.76,10.78
93.79,2506,4.62,16.61
91.64,2235,6.07,15.56
92.77,2260,12.01,7.33
96.65,2653,5.71,16.63
92.41,2014,13.59,9.31
96.52,2245,2.34,17.52
92.83,2207,11.11,19.15
92.41,2302,9.75,19.41
92.25,2253,15.14,10.27
93.48,2018,16.01,8.24
91.09,1998,11.94,18.68
97.59,2573,3.24,20.6
93.89,2358,4.54,16.58
94.31,2250,8.95,17.27
95.7,2149,14.09,10.71
94.29,2282,7.81,17.89
95.06,1951,14.36,6.89
95.78,2324,10.68,15.6
87.49,2008,11.92,11.96
93.13,2247,4.03,13.53
93.26,2346,14.74,16.42
95.14,2459,9.29,17.73
95.7,2278,12.98,15.84
92.79,2265,5.55,6.88
97.95,2509,7.97,18.52
90.42,2393,7.72,18.7
93.81,2600,10.55,13.24
95.35,2086,3.91,16.31
91.39,1879,6.16,12.94
92.65,2238,9.35,15.36
94.93,2281,11.99,14.74
93.94,2443,18.54,8.17
96.24,2320,9.81,17
96.47,2372,20.44,3.06
96.73,2311,14.74,19.52
91.91,2207,13.06,14.35
89.55,2280,11.54,16.68
93.24,2055,10.3,16.81
93.26,2188,12.11,18.57
97.29,2589,5.01,18.78
94.77,2397,4.79,21.18
94.85,2051,11.14,15.18
91.31,1955,14.81,10.34
91.38,2192,3.13,8.97
95.17,2376,3.06,18.84
95.27,2098,8.48,15.78
92.85,2383,8.59,18.03
94.65,2254,10.15,11.65
94.24,2236,20.89,7.34
93.41,2354,3.8,16.14
98.21,2346,8.64,17.21
92.31,2333,5.17,12.74
95.07,2547,4.2,19.91
91.76,2000,15.48,1.73
92.79,2336,16.33,6.95
94.2,2199,2.52,13.09
92.92,2273,14.14,12.26
92.96,2263,19.46,6.48
92.45,2174,13.57,3.14
94.17,1888,16.94,9.23
84.96,1784,9.85,8.57
94.33,2216,8.1,18.98
94.29,2269,9.28,17.75
95.87,2142,19.53,3.54
93.5,2017,4.03,15.99
95.46,2217,15.92,12.07
93.2,2161,8.54,17.69
96.05,2278,5.85,17.06
93.55,2464,11.31,2.25
95.54,1994,3.88,15.66
93.63,2521,8.37,15.81
95.12,2697,3.57,18.66
94.53,2275,8.48,15.12
93.99,1996,16.23,9.29
91.99,2420,7.79,13.96
93.87,2248,10.88,10.5
94.01,2118,13,12.78
95.88,2276,11.09,15.98
94.34,2269,7.81,14.31
93.72,2288,2.55,14.69
92.63,2253,6.59,20.93
93.88,2477,7.57,16.97
96.17,2411,11.54,20.22
93,1918,14.75,13.84
92.02,1862,6.77,14.55
88.12,1761,13.44,6.57
97.64,2140,8.64,18.78
89.46,2159,7.63,24.51
93.06,2261,11.51,10.53
95.97,2449,6.7,7.02
94.3,2520,5.84,18.63
95.73,2092,16.65,11.31
89.99,1927,8.26,11.54
93.67,2253,4.33,20.33
92.87,2110,18.43,9.68
96.65,2547,7.82,14.67
97.14,2144,14.38,10.97
95.11,2291,11.72,15.31
93.63,2232,6.11,16.02
94.67,2045,12.43,15.34
92.28,2247,4.34,18.11
92.77,2041,10.39,17.99
93.67,2270,14.56,3.56
90.87,2324,7.39,17.39
93.25,2298,9.45,19.37
95.37,2562,7.44,13.59
88.55,2151,13.04,14.03
93.28,2362,0.76,16.12
94.97,2262,0.4,18.41
98.77,2309,10.84,16.35
92.64,2132,6.16,16.92
93.06,2013,3.42,12.81
96.09,2130,7.47,17.42
94.79,2547,9.19,20.22
85.73,2025,16.24,5.74
92.36,1923,9.19,14.81
94.81,2047,18.1,6.27
96.16,2340,12.19,16.84
94.23,2161,16.52,4.43
88.4,2091,11.08,14.15
95.63,2099,9.53,15.86
91.85,2082,15.72,4.87
97.35,2573,7.7,20.07
93.71,2572,7.3,23.13
91.69,2144,17.99,7.56
95.52,2040,6.42,16.96
90.82,1937,17.07,5.4
92.47,2506,5.44,17.91
93.08,1951,0.62,18.91
92.42,2096,11.66,14.42
96.63,2307,1.74,15.04
98.1,2527,5.4,9.89
95.12,2073,4.36,17.34
95.7,2275,12.45,13.9
92.72,2388,11.56,17.12
97.4,2119,2.39,15.56
93.27,2389,5.29,15.9
93.86,2435,1.01,19.06
91.02,2309,3.72,14.43
94.38,2158,14.53,13.68
93.93,2649,5.56,11.81
91.75,2072,8.21,15.22
93.41,2325,8.02,14.45
93.5,2118,1.51,12.38
90.42,2044,14.52,10.25
92.27,1997,15.68,4.59
94.08,2086,5.51,17.3
97.11,1945,4.71,16.5
93.8,1941,14.82,14.68
92.53,2458,3.47,17.53
95.21,2035,17.87,12.66
95.73,2237,5.24,9.2
90.86,2246,17.2,10.93
95.72,2415,0.86,17.82
94.12,2040,8.54,17.56
94.69,2179,7.29,17.83
93.52,2179,4.79,17.76
95.19,2062,15.67,5.99
90.17,2248,19.35,11.15
95.87,2056,12.74,5.4
92.91,1824,11.99,14.3
96.92,2221,2.83,12.82
99.38,2356,6.12,17.46
98.41,2411,16.88,9.54
95.02,1943,13.86,7.95
92.06,2016,8.82,16.95
92.47,2294,7.01,14.48
93.61,2134,4.65,16.27
93.98,2095,12.72,7.53
96.21,2146,9.52,15.91
93.11,1916,15.58,4.23
97.73,2227,8.24,18.32
93.91,2279,10.78,15.37
93.08,1965,4.44,17.25
96.66,2113,7.08,16.54
94.44,1948,1.76,16.05
96.27,2350,7.43,17.25
92.79,1961,4.61,19.02
92.99,1765,13.23,-4.49
93.38,2377,5.06,18.32
94.57,2182,4.22,14.6
93.21,2358,10.73,12.04
92.89,2573,-1.11,14.98
90.83,2414,4.94,17.12
94.25,2194,15.04,7.65
93.06,2032,-0.72,17.58
93.37,2215,17.7,11.29
95.16,2342,4.64,21.85
91.59,2340,11.34,17.86
96.95,2326,9.52,15.19
98.06,2245,6.36,14.92
96.26,2461,8.66,18.01
95.12,2122,7.64,13.54
94.47,1995,14.29,6.39
94.16,2144,17.21,10.37
95.63,2416,7.19,17.46
92.91,2260,9.14,19.2
95.49,2443,10.72,15.92
96.77,2137,5.5,15.11
95.41,2264,7.03,17.71
95.26,2251,11.55,12.35
96.86,2420,13.11,16.31
95.71,2543,11.42,15.7
85.54,2122,17.29,1.9
93.23,2244,7.06,15.11
98.56,2332,17.87,11.12
95.96,2402,15.18,5.2
92.71,2512,2.27,21.86
95.05,2296,5.59,20.12
93.44,2310,15.93,12.25
92.79,2116,11.47,13.38
91.38,2634,10.42,17.9
90.87,2254,11.47,18.99
94.41,2562,7.57,16.42
93.71,2235,9.41,18.06
90.58,2192,7.65,16.49
94.2,2140,7.47,17.45
92.25,2200,3.04,12.44
92.63,2213,8.46,16.16
91.98,1973,3.49,14.51
95.24,2300,10.61,16.7
93.92,2330,7.99,15.66
95.67,2266,3.85,19.06
93.03,2345,7.69,17.71
96,2141,18.49,12.7
95.08,2274,9.68,17.49
94.6,2760,4.86,11.16
98.81,2350,10.19,16.5
93.53,2227,8.36,14.62
92.78,2484,7.99,17
98.29,2285,17.11,7.06
94.35,2364,0.59,15.34
91.87,2369,4.37,12.8
92.01,2132,3.93,14.46
98.67,2027,18.43,9.71
90.21,2126,12.64,13.61
91.89,2178,15.01,9.33
92.85,2571,10.9,2.9
88.32,2203,5.78,17.58
92.15,2339,2.74,19.58
93.71,1877,12.02,14.86
93.36,2216,9.48,17.47
93,2411,14.78,9.9
94.56,2237,1.45,9.93
91.53,2135,7.34,15.35
98.27,2182,9.59,13.18
94.38,1906,13.11,7.23
90.81,2043,13.64,9.46
93.49,2104,14.86,9.89
98.18,2406,17.3,7.94
95.4,2172,9.46,15.79
95.89,2385,5.46,20.29
90.96,2231,16.52,10.34
87.94,2019,8.51,14.22
93.06,2020,14.73,10.74
88.34,1937,12.96,12.22
98.24,2368,14.92,4.37
91.6,2176,16.54,11.4
95.56,2483,4.16,17.85
90.63,1855,14.07,8.71
89.47,2413,12.03,21.64
97.99,1973,15.7,5.11
95.45,2273,5.76,18.04
96.14,2384,12.5,11.68
94.35,2368,4.79,17.04
92.01,2000,13.23,10.43
92.19,2191,17.1,1.83
88.49,2164,0.06,14.23
96.38,2505,17.12,7.21
95.62,2553,10.14,15.06
93.6,2470,4.39,19.32
94.31,2357,13.97,15.4
97.18,2801,8.69,17.76
93.48,2386,6.54,19.21
96.27,2587,6.39,14.86
94.57,2060,13.67,13.93
93.63,2461,2.89,16.29
91.71,2151,4.04,17.11
92.45,2039,15.93,6.36
95.72,2393,5.16,19.65
95.01,2197,13.51,15.96
95.94,2474,11.29,16.48
95.29,2217,16.39,0.78
93.19,1956,8.71,11.95
94.51,2408,15.3,12.66
88.08,1931,20.34,-1.12
94.07,2415,8.78,18.08
96.84,2304,11.07,15.93
92.46,1942,7.22,13.84
95.43,2463,2.48,18.69
95.24,2267,11.18,15.8
91.77,2143,0.43,20.53
94.68,2321,6.1,17.68
93.56,2293,5.86,16.18
93.66,2394,19.98,6.37
95.14,2268,1.58,17.58
93.01,2374,3.36,14.76
90.56,2192,6.6,18.63
93.41,2145,12.32,5.79
94.19,2444,4.82,16.83
97.54,2139,13.4,8.64
93.71,2314,7.65,18.27
93.76,2306,6.08,21.34
95,2185,5.44,16.27
94.25,2149,10.13,14.15
92.43,1949,10.15,6.17
95.18,2397,0.62,18.55
93.35,2065,13.85,13.29
89.72,2165,9.74,10.64
95.28,2116,4.9,19.67
93.66,2180,16.35,11.24
94.49,2234,11.36,16.32
91.26,2308,10.72,2.05
96.86,2478,5.25,15.92
94.96,2459,8.79,17.51
99.05,2434,6.26,18.53
100.41,2277,3.51,17.51
93.57,2471,8.35,17.58
93.45,2281,7.17,19.06
93.27,2272,3.53,18.33
91.77,2505,6.07,18.81
94.24,2336,-2.44,4.11
87.34,1654,12.05,11.76
89.54,2130,19.87,5.17
96.34,1919,8.1,13.57
95.89,2369,12.17,12.5
92.44,2428,-0.02,16.78
96.19,2302,5.39,18.19
95.9,2408,8.5,19.51
87,2186,16.35,7.29
94.89,2181,8.1,14.66
93.02,2181,11.06,14.8
90.92,2266,15.65,6.87
93.48,2123,17.74,6.73
99.78,2184,13.92,6.41
95.57,2161,13.07,14.84
90.54,2113,3.95,17.58
94.52,1934,3.46,17.4
93.95,2524,2.04,20.22
94.95,2110,11.87,11.73
93.86,2226,6.45,16.78
93.86,2400,4.05,19.57
97.63,2045,7.68,19.68
91.81,1858,12.69,9.17
92.8,2154,8.69,15.11
91.64,1872,14.68,10.56
98.49,2399,16.19,4.4
92.63,2029,17.03,5.75
92.75,2229,12.78,8.92
97.62,2273,12.71,9.03
89.29,2058,14.23,10.36
95.69,2608,11.84,10.89
95,2060,18.38,7.15
92.15,2273,9.55,15.21
93.15,1995,4.54,18.44
95.64,2229,1.36,16.46
94.05,2482,4.47,19.2
94.54,2041,3.66,16.78
90.89,2664,2.45,18.49
95.26,2645,9.38,13.23
92.22,2431,8.06,18.32
90.81,2081,4.07,18.12
89.53,1962,11.82,7.93
91.71,2025,5.4,16.27
89.56,2013,6.56,17.58
89.77,1800,15.91,7.87
95.08,2321,10.38,15.34
96.05,2456,9.6,18.81
94.79,2218,-0.97,15.49
94.84,2162,5.78,11.84
94.26,1882,11.76,8.7
97.84,2085,11.64,15.38
94.07,2356,11.31,16.45
89.93,2197,8.28,7.94
91.13,1784,8.8,14.02
92.68,2006,13.62,9.18
94.05,2111,16.49,8.87
98.38,2171,13.69,12.97
94.4,2571,0.1,14.29
93.95,2214,3.8,13.65
88.84,2199,15.84,9.34
92.82,2361,3.87,18.96
93.74,1909,10.34,17.61
94.84,2432,4.78,19.27
92.25,1958,2.9,16
92.83,2019,7.89,20.57
93.01,2299,3.09,15.51
92.5,2537,5.39,16.24
91.35,2210,9.69,15.05
92.33,2105,7.5,16.87
93,2330,14.31,14.95
89.96,2089,16.2,6.88
94.82,2311,4.93,18.91
93.08,1870,16.01,6.94
94.92,1982,13.72,14.96
94.96,2488,11.87,3.05
93.35,2181,14.32,9.39
94.37,2211,19.08,9.24
92.65,2123,7.85,17.72
97.17,2318,10.99,14.79
89.13,2089,3.6,15.42
89.63,2085,11.94,9.7
91,2113,0.89,17.45
94.5,2378,16.94,11.84
94.99,2238,14.86,9.65
99.44,2093,17.24,13.86
92.29,2176,7.54,20.24
95.57,1969,11.82,16.99
96.29,2448,1.47,17.08
94.6,2341,6.36,15.69
92.1,2120,15.64,7.95
90.91,2029,8.11,11.26
95.6,2404,5.16,17.53
91.48,2074,15.25,5.13
92.37,2311,2.1,16.92
94.6,2359,6.59,15.74
94.47,2119,3.59,13.89
97.28,2532,3.28,18.47
92.83,2289,6.9,19.39
97.44,2137,1.89,17.55
94.83,2417,5.49,16.44
89.71,1915,15.77,7.52
93.78,2255,3.72,19.85
94.08,2129,13.65,-0.06
93.92,2583,-0.52,10.2
86.35,1725,15.07,2.76
87.85,2376,-1.52,16.3
95,2104,4.46,15.81
98.44,2391,-1.68,15.83
92.39,2071,0.93,16.25
95.65,2429,1.27,18.8
97.25,1912,11.31,7.38
91.99,1817,9.55,15.15
98.74,2484,15.97,12.55
87.48,2093,14.56,7.19
92.08,2265,-1.29,11.86
94.43,2344,2.88,19.47
93.57,2364,-1.37,8.17
93.57,2309,7.48,20.6
96.08,1996,12.4,12.91
93.11,1902,13.34,12.56
93.42,2099,5.26,18.04
93.53,2329,4.6,15.92
92.08,2099,11.61,18.03
99.03,2224,14.71,8.99
95.52,2556,6.4,20.39
94.15,2413,14.13,12.99
96.95,1898,14.67,7.47
93.51,2103,20.42,10.16
93.77,2290,12.98,17.47
93.92,2039,12.8,14.95
91.63,2205,3.15,20.72
93.66,2162,14.82,10.95
92.28,2032,16.78,6.98
94.61,2237,10.69,10.42
89.05,2170,5.35,17.97
96.34,2200,13.91,13.11
92.71,2245,7.67,14.36
92.02,2119,13.6,13.64
91.25,1992,19.1,5.87
93.05,2396,7.4,16.5
94.83,2154,10.96,14.18
96.02,2262,10.22,13.31
94.08,2335,12.81,11.48
92.99,2057,6.81,13.71
93.21,2252,6.93,15.19
92.09,2235,2.41,16.43
91.32,2337,10.36,20.21
91.96,2229,14.61,11.89
94.03,2306,5.79,21.57
93.82,2066,15.11,9.48
95.7,2716,7.21,12.96
95.53,2630,8.19,16.85
92.09,2365,10.08,20.15
93.54,2325,10.98,18.46
92.25,2101,10.67,12.84
93.24,2081,12.2,13.52
92.28,2334,15.53,10.8
97.22,1954,16.8,6.39
97.53,2482,14.87,12.3
93.87,2002,7.28,14.65
93.82,1969,1.85,12.89
94.92,2172,8.4,12.71
95.35,2381,15.48,10.07
87.68,1954,7.82,10.09
93.26,2478,8.91,20.02
93.29,2167,5.59,17.09
92.62,2418,6.37,19.79
96.41,2300,3.74,18.38
92.47,2116,3.15,8.96
96.38,2524,7.91,18.14
94.34,1938,14.67,14.97
88.32,1983,12.77,11
96.93,2350,2.93,12.15
97.92,2444,3.27,20.05
90.13,2023,6.14,15.52
96.81,2319,8.47,20.04
91.85,2246,13.31,19.4
92.75,2308,18.77,8.33
93.69,2188,-2.75,17.6
96.49,2421,15.38,14.05
90.72,1740,17.53,2.37
90.38,2229,16.36,13.64
97.31,2395,5.38,16.96
92.82,2287,-6.7,9.53
90.79,2649,10.86,18.69
96.71,2303,2.68,14.54
95.73,2215,15.86,6.43
96.04,2419,2.34,12.54
92.74,2083,17.38,11.52
91.59,2142,12.93,5.71
93.1,2255,3.71,19.77
88.4,2161,10.98,15.33
94.57,2362,10.03,14.12
92.69,2255,1.33,18.6
94,2036,16.7,9.71
96.46,2037,8.7,16.24
91.8,2077,12.39,17.35
94.43,2204,13.53,13.66
96.91,2511,3.03,19.59
96.42,2057,12.15,11.93
99.66,2300,7.02,16.72
93.76,2154,17.09,10.65
97.6,2034,10.18,13.17
97.95,2333,18.57,7.31
91.39,2367,9.43,2.83
88.04,2127,4.47,19.83
93.48,2510,11.48,17
94.42,2112,16.84,9.05
94.85,2087,4.88,16.64
89.7,1854,15.86,13.39
95.9,2241,7.89,16.02
96.16,2681,9.9,7.47
96.83,2467,1.51,15.97
90.78,2152,15.64,16.96
91.61,2296,8.05,12.54
92.2,2019,14.41,9.74
97.55,2272,10.65,15.67
93,2280,0.47,11.99
94.87,2161,-0.26,14.37
93.77,2033,16.52,11.65
94.41,2364,2.21,13.04
96.99,2304,6.85,16.28
93.96,2331,4.83,17.17
96.61,2445,7.25,17.77
93.82,2476,6.41,13.91
93.66,1957,16.81,12.03
93.74,2346,2.57,20.49
93.69,2406,6.96,18.93
95.29,1974,17.98,3
93.55,2114,12.57,14.73
